-5.0e0 -5.0e0 7.280365e-33 7.280365e-33
-4.79593e0 -5.0e0 5.374411e-32 5.374411e-32
-4.59186e0 -5.0e0 3.650397e-31 3.650397e-31
-4.38779e0 -5.0e0 2.28124e-30 2.28124e-30
-4.1837201e0 -5.0e0 1.31171e-29 1.31171e-29
-3.9796501e0 -5.0e0 6.939545e-29 6.939545e-29
-3.7755801e0 -5.0e0 3.377908e-28 3.377908e-28
-3.5715102e0 -5.0e0 1.51282e-27 1.51282e-27
-3.3674402e0 -5.0e0 6.23407e-27 6.23407e-27
-3.1633702e0 -5.0e0 2.363593e-26 2.363593e-26
-2.9593002e0 -5.0e0 8.245288e-26 8.245288e-26
-2.7552303e0 -5.0e0 2.646443e-25 2.646443e-25
-2.5511603e0 -5.0e0 7.81553e-25 7.81553e-25
-2.3470903e0 -5.0e0 2.123569e-24 2.123569e-24
-2.1430203e0 -5.0e0 5.308916e-24 5.308916e-24
-1.9389503e0 -5.0e0 1.221194e-23 1.221194e-23
-1.7348804e0 -5.0e0 2.584508e-23 2.584508e-23
-1.5308104e0 -5.0e0 5.0328e-23 5.0328e-23
-1.3267404e0 -5.0e0 9.017099e-23 9.017099e-23
-1.1226704e0 -5.0e0 1.486418e-22 1.486418e-22
-9.186005e-1 -5.0e0 2.254524e-22 2.254524e-22
-7.145305e-1 -5.0e0 3.146272e-22 3.146272e-22
-5.104605e-1 -5.0e0 4.039798e-22 4.039798e-22
-3.063905e-1 -5.0e0 4.772675e-22 4.772675e-22
-1.023206e-1 -5.0e0 5.187791e-22 5.187791e-22
1.017494e-1 -5.0e0 5.18842e-22 5.18842e-22
3.058194e-1 -5.0e0 4.774327e-22 4.774327e-22
5.098894e-1 -5.0e0 4.042154e-22 4.042154e-22
7.139594e-1 -5.0e0 3.148866e-22 3.148866e-22
9.180293e-1 -5.0e0 2.256903e-22 2.256903e-22
1.1220993e0 -5.0e0 1.488326e-22 1.488326e-22
1.3261693e0 -5.0e0 9.030766e-23 9.030766e-23
1.5302393e0 -5.0e0 5.041623e-23 5.041623e-23
1.7343092e0 -5.0e0 2.589636e-23 2.589636e-23
1.9383792e0 -5.0e0 1.223877e-23 1.223877e-23
2.1424492e0 -5.0e0 5.322014e-24 5.322014e-24
2.3465192e0 -5.0e0 2.129268e-24 2.129268e-24
